iter	RMSE
324	0.08203816837
325	0.08193930745
326	0.08179349478
327	0.08162867642
328	0.08160474464
329	0.08146483718
330	0.08143964018
331	0.08130959299
332	0.08124203465
333	0.08114315507
334	0.08105290451
335	0.08093934492
336	0.08091657156
337	0.08082093959
338	0.08075257446
339	0.08067896187
340	0.08057483622
341	0.08050030367
342	0.08040938761
343	0.08028476877
344	0.08015529479
345	0.08011146292
346	0.0800196997
347	0.07999681848
348	0.07985003532
349	0.0797310219
350	0.0796358898
351	0.07961845532
352	0.07950042512
353	0.07939447389
354	0.0792762504
355	0.07917304557
356	0.0790747049
357	0.07896543248
358	0.07887518058
359	0.07876806422
360	0.07872507004
361	0.07866681193
362	0.07859911821
363	0.07850491006
364	0.07842010717
365	0.07832603651
366	0.07821280728
367	0.0780804977
368	0.07799391245
369	0.07789937339
370	0.07783151001
371	0.07781662794
372	0.07770011287
373	0.07764016884
374	0.07756490355
375	0.07751246577
376	0.07741839795
377	0.07732673663
378	0.0772479738
379	0.07715795521
380	0.07708320102
381	0.07703750819
382	0.07690077845
383	0.07688151265
384	0.07680848378
385	0.07678360513
386	0.07676109358
387	0.07663170218
388	0.0765254529
389	0.07648440651
390	0.07646875165
391	0.07635613152
392	0.07626591489
393	0.07620685676
394	0.07612977204
395	0.07611112797
396	0.07604688636
397	0.07602397887
398	0.07594091444
399	0.07588200711
400	0.07582926113
401	0.07581493685
402	0.07573722718
403	0.07569585258
404	0.07558791035
405	0.07557271762
406	0.07552183568
407	0.07543405754
408	0.0753310433
409	0.07529176727
410	0.07523697473
411	0.07521406817
412	0.0751849148
413	0.07508791515
414	0.07502985933
415	0.07501248347
416	0.07494190974
417	0.07492485424
418	0.0749052727
419	0.0748124634
420	0.0747570343
421	0.07473865061
422	0.07472354648
423	0.07468772727
424	0.07457884144
425	0.07453168986
426	0.07447238171
427	0.07437032535
428	0.07436073687
429	0.07426818941
430	0.07425349926
431	0.07416163608
432	0.07407485336
433	0.07401213553
434	0.0739716679
435	0.07393554944
436	0.07389562925
437	0.07384888742
438	0.07380516419
439	0.07378202072
440	0.07373512133
441	0.07367678634
442	0.07359753327
443	0.0735729977
444	0.07353719398
445	0.0734497757
446	0.07337433829
447	0.07334197603
448	0.07327872932
449	0.07318747301
450	0.07315578355
451	0.07309044433
452	0.07307127963
453	0.07299421662
454	0.07293892941
455	0.07290616789
456	0.0728883723
457	0.0728133639
458	0.07279863598
459	0.07274447184
460	0.07272751637
461	0.07267779166
462	0.0726367047
463	0.07261514118
464	0.07254311297
465	0.07249426029
466	0.07247690646
467	0.07243321757
468	0.07241421905
469	0.07235626787
470	0.07226678519
471	0.07219943503
472	0.07211877921
473	0.07204532091
474	0.07198058856
475	0.07189647051
476	0.07188340161
477	0.07185088618
478	0.07181961068
479	0.07178289057
480	0.07175028773
481	0.07172278771
482	0.07168655432
483	0.0716022041
484	0.07154083687
485	0.07149119847
486	0.07148124481
487	0.07146243031
488	0.07144097483
489	0.07142835242
490	0.07135896086
491	0.07131510935
492	0.07124864703
493	0.07123399195
494	0.07121667264
495	0.07120072014
496	0.0711856417
497	0.07117181769
498	0.07110895126
499	0.07109632905
500	0.07107889591
501	0.07102874017
502	0.07096186573
503	0.07093515038
504	0.07089924313
505	0.0708835264
506	0.0708066975
507	0.07076301099
508	0.07069701317
509	0.07064533847
510	0.07061778032
511	0.07057147219
512	0.07051344843
513	0.07043597494
514	0.07041004973
515	0.07035477674
516	0.07033584028
517	0.07029302337
518	0.07025249769
519	0.07019718407
520	0.0701423514
521	0.07010476134
522	0.07009108197
523	0.07004315848
524	0.07000749091
525	0.06999478808
526	0.06997692385
527	0.06993983968
528	0.06992140942
529	0.06989449621
530	0.06983827114
531	0.06981453112
532	0.069803708
533	0.06975888315
534	0.06971056325
535	0.06966860802
536	0.06965931881
537	0.06960556627
538	0.06955004692
539	0.06953988883
540	0.06949069916
541	0.06945557386
542	0.06943168569
543	0.06941993106
544	0.06937011294
545	0.06930211472
546	0.06927076162
547	0.06924067618
548	0.06923221894
549	0.06922066475
550	0.06916970872
551	0.06911247899
552	0.06907011046
553	0.06905567157
554	0.06904461421
555	0.06898565671
556	0.06894820056
557	0.06892301439
558	0.06889957368
559	0.06884253604
560	0.06881668706
561	0.06880065831
562	0.06877613433
563	0.0687568723
564	0.0687174994
565	0.06870314816
566	0.0686678234
567	0.06865190208
568	0.06862254546
569	0.06859622389
570	0.06856654117
571	0.0685097173
572	0.06848532377
573	0.06847454058
574	0.06843120649
575	0.06842150346
576	0.06840855882
577	0.06839880647
578	0.06835736871
579	0.06832848997
580	0.06831195535
581	0.06825456748
582	0.06824649636
583	0.0682058248
584	0.06815606012
585	0.06811837268
586	0.06807827534
587	0.06803115913
588	0.06801504461
589	0.06798486958
590	0.06795546569
591	0.06791088928
592	0.06787595536
593	0.06784740295
594	0.06783304033
595	0.06778521751
596	0.06777319504
597	0.06772405491
598	0.06767825874
599	0.06764429256
600	0.06762377541
601	0.06758300908
602	0.06755439732
603	0.06754084402
604	0.06752331585
605	0.06748155858
606	0.0674554352
607	0.06742263087
608	0.06738823499
609	0.0673507021
610	0.06732645076
611	0.06731637432
612	0.06729031626
613	0.06725795165
614	0.06724369763
615	0.06720434324
616	0.06719504638
617	0.06714824083
618	0.0671377954
619	0.06709525878
620	0.06708712878
621	0.06706753169
622	0.06705611962
623	0.06701105478
624	0.06697050076
625	0.06694684973
626	0.06691303073
627	0.066886472
628	0.06685450493
629	0.0668451684
630	0.06682970724
631	0.06679338944
632	0.0667848584
633	0.06675716886
634	0.06672540768
635	0.06670461016
636	0.06668937538
637	0.0666718914
638	0.06663281685
639	0.06660429748
640	0.06658286666
641	0.06656489672
642	0.06653545667
643	0.06650494678
644	0.0664765962
645	0.0664475894
646	0.06642772677
647	0.06641164154
648	0.06639218663
649	0.06635452037
650	0.06632360797
651	0.06628916969
652	0.06626034829
653	0.06624936843
654	0.06621398432
655	0.06619200059
656	0.06616177267
657	0.066152016
658	0.06611342923
659	0.0661003325
660	0.06608794671
661	0.06607427444
662	0.06605400172
663	0.06604258279
664	0.06602760012
665	0.06600856668
666	0.06599633662
667	0.06597611279
668	0.06596689098
669	0.06594060026
670	0.06593016851
671	0.0658876637
672	0.0658578639
673	0.06584407999
674	0.065833601
675	0.06581174579
676	0.06580281818
677	0.06578865293
678	0.06578145272
679	0.06574940066
680	0.06573213503
681	0.06570636521
682	0.06569540935
683	0.06566822782
684	0.06564604989
685	0.06562160569
686	0.06558805588
687	0.06557946652
688	0.06556337246
689	0.0655505049
690	0.06553803124
691	0.06551381265
692	0.06550134347
693	0.0654822855
694	0.06545003874
695	0.06542497041
696	0.06541492707
697	0.06539380232
698	0.06538234618
699	0.06537068817
700	0.06535505743
701	0.06532776646
702	0.06531685056
703	0.06530920973
704	0.06527944264
705	0.06525082198
706	0.06522832025
707	0.06521122295
708	0.06518033513
709	0.06515575309
710	0.06514300558
711	0.0651102056
712	0.06509234821
713	0.06508308194
714	0.06507367127
715	0.06506362448
716	0.06505841699
717	0.06504436207
718	0.06502880531
719	0.06501428893
720	0.06499133558
721	0.06498381131
722	0.06495855149
723	0.06495191361
724	0.06493789345
725	0.0649085322
726	0.06489358624
727	0.06487656276
728	0.06486715222
729	0.06485656634
730	0.06484898475
731	0.06483298732
732	0.06482031535
733	0.06480905445
734	0.06479827829
735	0.06476525039
736	0.06475173022
737	0.06473756928
738	0.06471148463
739	0.0646849019
740	0.06467665932
741	0.06464659865
742	0.06463892041
743	0.06460892121
744	0.06458328455
745	0.06455402024
746	0.0645250685
747	0.0645044416
748	0.06449557054
749	0.06447642957
750	0.06446306083
751	0.06444733812
752	0.06442174673
753	0.064398911
754	0.06437691865
755	0.06436548684
756	0.06434447269
757	0.06431948714
758	0.06430644308
759	0.06429486093
760	0.0642795737
761	0.06425498128
762	0.06424408413
763	0.0642198897
764	0.06420367939
765	0.06418204132
766	0.06417596432
767	0.06416400052
768	0.06415144455
769	0.0641418808
770	0.06411994551
771	0.06410341239
772	0.06407847815
773	0.06406222736
774	0.06403655242
775	0.06400833094
776	0.06398871096
777	0.06397401021
778	0.06395110619
779	0.06393260323
780	0.06391437454
781	0.06390262733
782	0.06388218264
783	0.06386407829
784	0.06385561922
785	0.06384308258
786	0.06381190437
787	0.06380383852
788	0.06377728956
789	0.06376889198
790	0.06376126114
791	0.06374651972
792	0.0637235952
793	0.06370927645
794	0.06368506278
795	0.06366285686
796	0.06363955531
797	0.06362806184
798	0.06360102865
799	0.06359329973
800	0.06357536824
801	0.06356084598
802	0.06353698229
803	0.06352818889
804	0.06351752408
805	0.06351154429
806	0.06348520191
807	0.06346973149
808	0.06344440619
809	0.06342853989
810	0.06341106863
811	0.06339910025
812	0.06338987075
813	0.06338242648
814	0.06336435236
815	0.06335222344
816	0.06334310803
817	0.06331888241
818	0.06331134914
819	0.06329526205
820	0.06327223812
821	0.06324840563
822	0.06323875756
823	0.06322968992
824	0.06322133362
825	0.06319158594
826	0.06318700849
827	0.06318038891
828	0.06315831467
829	0.06315257434
830	0.06314060928
831	0.0631197203
832	0.06310287038
833	0.06308263549
834	0.0630638039
835	0.06304509056
836	0.06303390325
837	0.0630216583
838	0.06300197896
839	0.06298576993
840	0.06297986603
841	0.06297630101
842	0.06296519688
843	0.0629452446
844	0.06293401806
845	0.06291811853
846	0.06289648948
847	0.06288697607
848	0.0628662393
849	0.0628548768
850	0.06283728429
851	0.06282673645
852	0.06281890749
853	0.06278843816
854	0.06277051361
855	0.06274765375
856	0.06274195723
857	0.06272771846
858	0.06271481747
859	0.06269464417
860	0.06268648248
861	0.06266630246
862	0.0626577392
863	0.06264923471
864	0.06264399193
865	0.06263643743
866	0.0626235584
867	0.06260361958
868	0.06259253331
869	0.06257134135
870	0.06256259706
871	0.06254826464
872	0.06254058091
873	0.06252694719
874	0.06250570656
875	0.06249839727
876	0.06247416381
877	0.06246512943
878	0.06245210927
879	0.0624417441
880	0.06242133338
881	0.06240165725
882	0.062395597
883	0.06238503707
884	0.06236719403
885	0.06235621746
886	0.06233849145
887	0.06231859396
888	0.06230643742
889	0.06229306344
890	0.06228727713
891	0.06227850019
892	0.06226986431
893	0.06224632841
894	0.06223943988
895	0.06221791041
896	0.06220164192
897	0.06219212848
898	0.06218054377
899	0.06217191119
900	0.06216104751
901	0.06214978081
902	0.06212855868
903	0.06210877046
904	0.06209059164
905	0.06207289623
906	0.06206462616
907	0.06205244164
908	0.06203784853
909	0.06202928083
910	0.06201327769
911	0.06199363193
912	0.06198137288
913	0.06195633121
914	0.06193754028
915	0.06191443109
916	0.06189835215
917	0.06187025736
918	0.06185353324
919	0.06184550823
920	0.06183655687
921	0.06181450079
922	0.06179415267
923	0.0617840004
924	0.06177371032
925	0.06175589249
926	0.06174077929
927	0.06172876441
928	0.06171871818
929	0.06171037144
930	0.06169297837
931	0.06168094687
932	0.0616702524
933	0.06165739808
934	0.061638114
935	0.06162251131
936	0.06160922776
937	0.06159066986
938	0.06158584174
939	0.06158047429
940	0.06156753536
941	0.06156167109
942	0.06155461567
943	0.06153533843
944	0.06151970479
945	0.06150137872
946	0.06149094366
947	0.06147425315
948	0.06145760943
949	0.06145099662
950	0.0614396046
951	0.06142689271
952	0.0614136402
953	0.06140453295
954	0.06138653702
955	0.06137148703
956	0.06135918201
957	0.06135456821
958	0.06134617682
959	0.06132629532
960	0.06131823805
961	0.06130332318
962	0.06130005754
963	0.06129364335
964	0.06127297274
965	0.06126286403
966	0.06124955642
967	0.06124113838
968	0.06123529436
969	0.06122092104
970	0.06121083807
971	0.06120493718
972	0.06119892038
973	0.06118489933
974	0.06117728249
975	0.06116240445
976	0.06113839801
977	0.06112620822
978	0.06111333775
979	0.06110453474
980	0.06109070345
981	0.06107920734
982	0.06106310523
983	0.06104340954
984	0.06103153543
985	0.06102460082
986	0.06100850153
987	0.06099424465
988	0.06098610165
989	0.06097675075
990	0.06096612489
991	0.06095267365
992	0.06094697199
993	0.06093740068
994	0.0609303691
995	0.06091995702
996	0.0609018253
997	0.0608963211
998	0.06088267684
999	0.06086716671
1000	0.06085441421
1001	0.06084150847
1002	0.06082515085
1003	0.06081572334
1004	0.06081075714
1005	0.06079538676
1006	0.06077809754
1007	0.06077541651
1008	0.06076997006
1009	0.06076190328
1010	0.06074807555
1011	0.06073436336
1012	0.06072858433
1013	0.06071429636
1014	0.06070790933
1015	0.06069951514
1016	0.06069391837
1017	0.06068797463
1018	0.06068115173
1019	0.06067208305
1020	0.06065573668
1021	0.06064970254
1022	0.06064081984
1023	0.06062687037
1024	0.06061625998
1025	0.06061247913
1026	0.06060721132
1027	0.06059749216
1028	0.06058435817
1029	0.060579492
1030	0.06056451175
1031	0.06055145493
1032	0.06054492423
1033	0.06052944168
1034	0.06052229322
1035	0.06051106389
1036	0.06049721855
1037	0.06048365558
1038	0.06047919102
1039	0.06046908869
1040	0.06046016207
1041	0.06044921436
1042	0.06043984749
1043	0.06043491749
1044	0.06042904272
1045	0.06041579505
1046	0.06040523461
1047	0.06039754928
1048	0.0603891393
1049	0.0603720422
1050	0.06036166319
1051	0.0603498565
1052	0.06033800769
1053	0.060324984
1054	0.06031889187
1055	0.06030813516
1056	0.06030027309
1057	0.06028959526
1058	0.06028453091
1059	0.06027044664
1060	0.06026156038
1061	0.06024600751
1062	0.06023562174
1063	0.06022923133
1064	0.06022553341
1065	0.06020940752
1066	0.0602035756
1067	0.06018602655
1068	0.06017879986
1069	0.06016072186
1070	0.06015441586
1071	0.06013872541
1072	0.06012519397
1073	0.0601200833
1074	0.06011367561
1075	0.0601020526
1076	0.06009165944
1077	0.06008751317
1078	0.06008124449
1079	0.06006821513
1080	0.06006139434
1081	0.0600526522
1082	0.06004756787
1083	0.06003229227
1084	0.06002004048
1085	0.06001674755
1086	0.06000058808
1087	0.05998688278
1088	0.05998169523
1089	0.05997276868
1090	0.05996567407
1091	0.05995996622
1092	0.05995376185
1093	0.05994956847
1094	0.05993752777
1095	0.05992651716
1096	0.05992263014
1097	0.05991853734
1098	0.05991243396
1099	0.05990289039
1100	0.05989515314
1101	0.05988488959
1102	0.05988112527
1103	0.05987378151
1104	0.05986486647
1105	0.05986143706
1106	0.0598502368
1107	0.05984079876
1108	0.05982942646
1109	0.05981808212
1110	0.05981091393
1111	0.05980118841
1112	0.05978858783
1113	0.05977591928
1114	0.05975986809
1115	0.05975292665
1116	0.05974320426
1117	0.05973694721
1118	0.05973162481
1119	0.05971870527
1120	0.05971274746
1121	0.05969822391
1122	0.05969123756
1123	0.05968423278
1124	0.05967352777
1125	0.05966050755
1126	0.05965427455
1127	0.05964412566
1128	0.05963657897
1129	0.05962688546
1130	0.05962037439
1131	0.05961600389
1132	0.05961163811
1133	0.05959992727
1134	0.05959376606
1135	0.05958853672
1136	0.05957174682
1137	0.05956302106
1138	0.05955835385
1139	0.05954186315
1140	0.05953364257
1141	0.05952692704
1142	0.05952091219
1143	0.05951095001
1144	0.05950178626
1145	0.05949712435
1146	0.05949201273
1147	0.05948499712
1148	0.05947408201
1149	0.05946066452
1150	0.05945091454
1151	0.05944126656
1152	0.05942512497
1153	0.05941902399
1154	0.05940908265
1155	0.05939205237
1156	0.05937984045
1157	0.05937168091
1158	0.05935708656
1159	0.05935073313
1160	0.05934111694
1161	0.05933260532
1162	0.05932035078
1163	0.05930950413
1164	0.05930511325
1165	0.0592911864
1166	0.05928024827
1167	0.05927025832
1168	0.05926482812
1169	0.05926069496
1170	0.05925313491
1171	0.05924818982
1172	0.05923383886
1173	0.05922238804
1174	0.05921378072
1175	0.05920759709
1176	0.05919670694
1177	0.0591909021
1178	0.05918613451
1179	0.05918186136
1180	0.05917420748
1181	0.05915679987
1182	0.05914857656
1183	0.0591419722
1184	0.05913050868
1185	0.05912574383
1186	0.05912092525
1187	0.05911495292
1188	0.05911204148
1189	0.0591076029
1190	0.05909566003
1191	0.05908831524
1192	0.05908257601
1193	0.05907322887
1194	0.05906144432
1195	0.05905532103
1196	0.05904268337
1197	0.05903894165
1198	0.05903445433
1199	0.05902751918
1200	0.05901682737
1201	0.05901254959
1202	0.05900770396
1203	0.05900402111
1204	0.05899354907
1205	0.05898529026
1206	0.05897741736
1207	0.05896557546
1208	0.05895624034
1209	0.0589492756
1210	0.05894177753
1211	0.05893402113
1212	0.05892678107
1213	0.05892175251
1214	0.0589176845
1215	0.05891175274
1216	0.05889688888
1217	0.05888557402
1218	0.05886473645
1219	0.05885119024
1220	0.05884542788
1221	0.05883752349
1222	0.05882860969
1223	0.05882234727
1224	0.05881723318
1225	0.05880930714
1226	0.05879884894
1227	0.05879184768
1228	0.05878123819
1229	0.05877008761
1230	0.05876272001
1231	0.05875688763
1232	0.05874890487
1233	0.05873379268
1234	0.05872536437
1235	0.05872149758
1236	0.05871233851
1237	0.05870463366
1238	0.05869200492
1239	0.05868510351
1240	0.05867817314
1241	0.058671073
1242	0.05866410257
1243	0.05866102538
1244	0.05865031798
1245	0.05863869943
1246	0.05863617414
1247	0.05862970417
1248	0.05861737955
1249	0.05860558278
1250	0.05859908125
1251	0.05858991073
1252	0.0585811669
1253	0.05857291405
1254	0.05856679866
1255	0.05856124938
1256	0.05855850018
1257	0.05855441463
1258	0.0585512419
1259	0.05854457786
1260	0.0585393882
1261	0.05853369264
1262	0.05852784514
1263	0.05852067544
1264	0.05851606112
1265	0.05850900292
1266	0.05850496524
1267	0.05849801866
1268	0.05848556101
1269	0.05847306988
1270	0.05846242053
1271	0.05845841303
1272	0.0584455615
1273	0.0584416248
1274	0.05843874663
1275	0.0584311522
1276	0.05842518648
1277	0.05841786793
1278	0.0584144744
1279	0.0584112478
1280	0.05840061032
1281	0.05838609475
1282	0.05837385248
1283	0.05836318245
1284	0.0583584759
1285	0.05834848512
1286	0.05834445693
1287	0.05833804214
1288	0.05833054531
1289	0.05832226987
1290	0.05832014289
1291	0.05831680548
1292	0.0583099395
1293	0.05830566396
1294	0.05830074411
1295	0.05829639576
1296	0.058292078
1297	0.05828752287
1298	0.0582774014
1299	0.05826925243
1300	0.05826595851
1301	0.05825360849
1302	0.05824301183
1303	0.05823441191
1304	0.05823011792
1305	0.05822349708
1306	0.05821508776
1307	0.05820762669
1308	0.05820272436
1309	0.05819597396
1310	0.05818757356
1311	0.05818160093
1312	0.05817754828
1313	0.05817089047
1314	0.05816395821
1315	0.05815839373
1316	0.05815215469
1317	0.05814646769
1318	0.05814016537
1319	0.05813407937
1320	0.05812810383
1321	0.05812396218
1322	0.058113453
1323	0.05810287214
1324	0.0580987623
1325	0.05809075115
1326	0.05808496247
1327	0.05807747952
1328	0.05806833525
1329	0.05806307457
1330	0.05805601304
1331	0.05805127641
1332	0.0580434838
1333	0.05803512085
1334	0.05802912477
1335	0.05802434194
1336	0.05801350667
1337	0.05800695949
1338	0.05799615204
1339	0.05798959254
1340	0.05798389996
1341	0.05797877667
1342	0.05796784998
1343	0.05796193503
1344	0.05795711038
1345	0.05794687158
1346	0.05793426431
1347	0.05792903294
1348	0.0579231944
1349	0.05791332043
1350	0.05790818053
1351	0.05789873717
1352	0.05789250127
1353	0.05788343415
1354	0.057879371
1355	0.05787390112
1356	0.0578646572
1357	0.05785554938
1358	0.05785079894
1359	0.0578446747
1360	0.05783675818
1361	0.05782999882
1362	0.05782683829
1363	0.05781774789
1364	0.05781216308
1365	0.05779938871
1366	0.05779572501
1367	0.05778293662
1368	0.05777309587
1369	0.0577694123
1370	0.05776125927
1371	0.05775313629
1372	0.05773974805
1373	0.05773319063
1374	0.05772851076
1375	0.05772316708
1376	0.05771511941
1377	0.05770885846
1378	0.05770424949
1379	0.05770054331
1380	0.05768771559
1381	0.05768450041
1382	0.05767684312
1383	0.05766804679
1384	0.05766198128
1385	0.05765826717
1386	0.05765242726
1387	0.05764810815
1388	0.0576389609
1389	0.05763545116
1390	0.05763099789
1391	0.0576283685
1392	0.05762481641
1393	0.05762151432
1394	0.05761519107
1395	0.05761224554
1396	0.0576092738
1397	0.05760252945
1398	0.05759512462
1399	0.05759096029
1400	0.05758727029
1401	0.05758230993
1402	0.05757756564
1403	0.05757157928
1404	0.05756715237
1405	0.05755894982
1406	0.05755156026
1407	0.05754391399
1408	0.05753879851
1409	0.0575349094
1410	0.05752947986
1411	0.05752417774
1412	0.057521191
1413	0.05751740253
1414	0.05751179116
1415	0.05750836506
1416	0.05750229315
1417	0.05749034333
1418	0.05747894232
1419	0.05746802773
1420	0.0574619777
1421	0.05745066778
1422	0.0574449401
1423	0.05744011386
1424	0.05743275608
1425	0.05742475139
1426	0.05742064009
1427	0.0574175355
1428	0.05741432611
1429	0.05740998124
1430	0.05740038005
1431	0.05739591115
1432	0.05738692783
1433	0.05738334248
1434	0.05737937478
1435	0.05737665533
1436	0.05737193853
1437	0.05736641503
1438	0.05736058206
1439	0.05735588488
1440	0.05735099878
1441	0.05734411145
1442	0.05734018032
1443	0.05733585341
1444	0.05732440334
1445	0.0573198997
1446	0.05731381306
1447	0.05730994537
1448	0.05730453645
1449	0.05729568034
1450	0.05728664459
1451	0.05728132261
1452	0.05727553342
1453	0.05727073224
1454	0.05726657054
1455	0.05725803117
1456	0.05724387651
1457	0.05723465416
1458	0.05722362737
1459	0.05721907118
1460	0.05721717878
1461	0.05720913081
1462	0.05720427943
1463	0.05720152278
1464	0.0571907023
1465	0.05718608571
1466	0.05718061254
1467	0.05717735834
1468	0.05717210762
1469	0.05716849829
1470	0.05716531432
1471	0.05716047761
1472	0.05715579289
1473	0.0571529577
1474	0.05714881634
1475	0.05713570441
1476	0.05712478734
1477	0.05711505143
1478	0.05710957409
1479	0.05710086133
1480	0.05709376495
1481	0.05709135019
1482	0.05708625993
1483	0.05707829874
1484	0.05707412038
1485	0.05706701542
1486	0.05705364253
1487	0.05704825406
1488	0.05704016119
1489	0.0570303845
1490	0.05702375868
1491	0.05701557804
1492	0.05701057057
1493	0.05700270156
1494	0.0570010233
1495	0.05699690251
1496	0.05698876545
1497	0.05698197929
1498	0.05697536365
1499	0.05697117247
